,cid,did
7187,20076,6795
7188,5455,6796
7189,25093,6797
7190,5455,6798
7191,29303,6799
7192,15473,6800
7193,150,6801
7194,13105,6802
7195,23,6803
7196,23875,6804
7197,5656,6805
7198,13683,6806
7199,20153,6807
7200,10,6808
7201,5326,6809
7202,2469,6810
7203,694,6811
7204,3139,6812
7205,22951,6813
1353,26813,6814
7206,27538,6814
7207,26856,6817
7208,7065,6818
7209,27738,6820
7210,514,6821
7211,14556,6822
7212,2626,6823
1354,5400,6824
7213,22040,6824
7214,6272,6826
7215,7897,6827
7216,72,6828
7217,28300,6829
7218,24038,6830
7219,27802,6831
7220,270,6832
7221,3148,6833
7222,3663,6834
7223,1320,6835
7224,184,6836
7225,20392,6837
7226,1742,6838
7227,12177,6839
7228,14871,6840
1355,161,6841
1356,230,6841
7229,13156,6841
7230,53,6844
7231,43,6845
7232,1126,6846
7233,3356,6847
7234,14170,6848
7235,5807,6849
7236,18363,6850
7237,24936,6851
7238,12874,6852
7239,26353,6853
7240,12177,6854
1357,25777,6855
7241,2990,6855
7242,250,6857
7243,72,6858
1358,6423,6859
7244,5023,6859
7245,189,6861
7246,12001,6862
7247,10,6863
7248,21241,6864
1359,5503,6865
1360,24951,6865
1361,2336,6865
1362,29086,6865
7249,21241,6865
7250,111,6870
7251,171,6871
7252,16233,6872
7253,1250,6873
7254,92,6874
1363,20076,6875
7255,12607,6875
7256,2301,6877
7257,301,6878
7258,28369,6879
7259,771,6880
7260,2846,6881
7261,14727,6882
1364,20207,6883
7262,12328,6883
7263,12059,6885
7264,14556,6886
7265,5575,6887
7266,15293,6888
1365,14266,6889
1366,161,6889
1367,285,6889
7267,17532,6893
7268,23003,6894
7269,15293,6895
1368,12068,6896
1369,5772,6896
1370,88,6896
1371,23244,6896
1372,1615,6902
7270,2336,6902
7271,21953,6904
7272,135,6905
7273,3266,6906
7274,2294,6907
7275,14618,6908
7276,2439,6909
7277,13166,6910
7278,306,6911
7279,246,6912
7280,13869,6913
7281,2300,6914
7282,13023,6915
7283,12019,6916
7284,24937,6917
7285,1196,6918
7286,69,6919
1373,15293,6920
7287,849,6920
7288,7167,6922
7289,4926,6923
7290,2806,6924
7291,13586,6925
7292,103,6926
7293,27419,6927
1374,2467,6928
1375,771,6928
1376,104,6928
7294,12111,6928
7295,2897,6932
7296,2356,6933
7297,69,6934
7298,19197,6935
7299,3511,6936
7300,911,6937
7301,265,6938
7302,24585,6939
7303,28141,6940
7304,1057,6941
7305,23579,6942
7306,1065,6943
7307,25179,6944
7308,2038,6945
7309,2806,6946
7310,5600,6947
7311,3616,6948
1377,28074,6949
1378,50,6949
7312,22265,6949
7313,1196,6952
7314,13518,6953
7315,29113,6954
7316,1026,6955
7317,195,6956
7318,110,6957
7319,556,6958
7320,23753,6959
7321,12059,6960
1379,541,6961
7322,3608,6961
1380,313,6963
7323,1320,6963
7324,20581,6965
7325,5611,6966
7326,22197,6967
7327,2208,6968
7328,12854,6969
1381,28315,6970
1382,12295,6970
7329,1150,6970
7330,808,6973
7331,2780,6974
1383,4640,6975
7332,607,6975
7333,16966,6977
1384,12019,6978
1385,18488,6978
1386,6068,6978
1387,2290,6978
7334,13428,6978
7335,13683,6983
1388,5423,6984
7336,18286,6984
7337,2603,6986
7338,12020,6987
7339,23580,6988
7340,459,6989
7341,24951,6990
7342,2334,6991
7343,7310,6992
7344,12052,6993
1389,1325,6994
7345,20185,6994
1390,12059,6996
1391,12607,6996
7346,12607,6996
7347,150,6999
7348,94,7000
7349,3139,7001
1392,1615,7002
7350,857,7002
7351,26626,7004
1393,5954,7005
1394,4764,7005
1395,28141,7005
1396,27443,7005
1397,3897,7005
7352,965,7005
1398,106,7011
1399,849,7011
1400,23633,7011
1401,3173,7011
1402,20703,7011
7353,4490,7011
7354,12030,7017
1403,2290,7018
7355,12397,7018
1404,12854,7020
7356,1474,7020
7357,2167,7022
7358,3049,7023
7359,4123,7024
7360,22220,7025
7361,13863,7026
7362,732,7027
1405,20207,7028
7363,5508,7028
1406,1106,7030
7364,2061,7030
7365,3219,7032
7366,469,7033
7367,5772,7034
7368,29368,7035
1407,3029,7036
1408,288,7036
7369,27419,7036
7370,664,7039
7371,12606,7040
1409,2305,7041
7372,2303,7041
7373,2439,7043
7374,4506,7044
1410,2780,7045
7375,5056,7045
7376,22372,7047
7377,2275,7048
1411,942,7049
1412,2298,7049
7378,4335,7049
7379,13869,7052
7380,94,7053
1413,5452,7054
7381,2304,7054
7382,6423,7056
7383,2291,7057
1414,4244,7058
1415,23875,7058
1416,544,7058
7384,12005,7058
7385,99,7062
7386,535,7063
7387,23921,7064
7388,565,7065
7389,1150,7066
1417,94,7067
1418,18683,7067
7390,480,7067
7391,14727,7070
1419,396,7071
7392,12298,7071
1420,28369,7073
7393,6548,7073
1421,24057,7075
7394,12122,7075
1422,3135,7077
1423,2292,7077
7395,16166,7080
7396,502,7081
7397,19296,7082
7398,26856,7083
7399,13501,7084
7400,444,7085
7401,12350,7086
7402,12849,7087
7403,420,7088
7404,5326,7089
7405,1745,7090
7406,21351,7091
7407,27375,7092
1424,432,7093
1425,292,7093
1426,94,7093
1427,200,7093
1428,43,7093
7408,20561,7093
7409,23875,7099
7410,322,7100
7411,636,7101
1429,24585,7102
7412,27273,7102
7413,12076,7104
7414,20944,7105
1430,560,7106
1431,566,7106
1432,6,7106
7415,85,7106
7416,3124,7110
7417,69,7111
7418,866,7112
1433,12059,7113
1434,2299,7113
7419,12546,7113
1435,16867,7116
7420,27323,7116
1436,5400,7118
7421,2296,7118
7422,12581,7120
7423,10,7121
7424,16138,7122
7425,14727,7123
7426,4325,7124
1437,24008,7125
1438,664,7125
7427,2299,7125
7428,292,7128
1439,5704,7129
7429,13153,7129
7430,22387,7131
7431,17532,7132
1440,1781,7133
7432,20561,7133
7433,413,7135
7434,3225,7136
7435,23590,7137
7436,2298,7138
7437,19197,7139
1441,3511,7140
1442,53,7140
1443,1252,7140
1444,336,7140
7438,808,7140
7439,22825,7145
7440,3139,7147
7441,17540,7148
1445,597,7149
7442,27802,7149
7443,2831,7151
7444,3099,7152
1446,1060,7153
7445,15823,7153
7446,12178,7155
7447,150,7156
7448,348,7157
1447,497,7158
1448,19296,7158
7449,348,7158
7450,345,7161
1449,3392,7162
1450,19440,7162
1451,526,7162
7451,23,7162
1452,13397,7166
7452,12019,7166
7453,346,7168
7454,3367,7169
7455,513,7170
1453,2089,7171
7456,2626,7171
7457,4702,7173
7458,5611,7174
7459,12008,7175
7460,5420,7176
7461,2290,7177
7462,1083,7178
7463,22388,7179
1454,2334,7180
7464,2298,7180
7465,7065,7182
7466,5807,7183
7467,13279,7184
7468,6437,7185
7469,565,7186
7470,2293,7187
7471,14727,7188
7472,2191,7189
7473,14252,7190
1455,4123,7191
7474,7927,7191
1456,12001,7193
7475,23920,7193
1457,20314,7195
1458,27206,7195
1459,1057,7195
7476,4518,7195
7477,621,7199
1460,932,7200
1461,1021,7200
1462,554,7200
1463,12832,7200
1464,3266,7200
1465,808,7200
1466,25654,7200
7478,53,7200
7479,6437,7208
1467,26485,7209
7480,13151,7209
7481,346,7211
7482,265,7212
1468,609,7213
7483,540,7213
1469,12055,7215
7484,24008,7215
7485,13869,7217
7486,313,7218
7487,578,7219
7488,22825,7220
1470,8036,7221
1471,368,7221
1472,256,7221
7489,399,7221
7490,20392,7225
1473,14727,7226
7491,422,7226
7492,5452,7228
1474,4123,7229
7493,7927,7229
7494,4149,7231
1475,2089,7232
7495,28369,7232
7496,2293,7234
7497,3306,7235
7498,7167,7236
7499,14871,7237
7500,541,7238
1476,12001,7239
7501,5575,7239
7502,135,7241
1477,1126,7242
1478,12397,7242
7503,114,7242
1479,24345,7245
7504,12298,7245
1480,5035,7247
7505,85,7247
7506,17532,7249
7507,24936,7250
1481,2787,7251
1482,24951,7251
1483,348,7251
1484,540,7255
7508,609,7255
1485,563,7257
1486,18105,7257
7509,135,7257
1487,5400,7261
1488,2296,7261
1489,2295,7261
1490,412,7261
1491,34,7261
1492,255,7261
7510,21214,7261
1493,25654,7268
1494,4402,7268
7511,554,7268
7512,255,7271
7513,399,7272
7514,368,7273
7515,5077,7274
1495,13501,7275
7516,13036,7275
7517,622,7277
7518,155,7278
1496,1279,7279
1497,2306,7279
1498,5508,7279
1499,4248,7279
7519,395,7279
7520,5496,7284
7521,4301,7285
1500,7167,7286
7522,540,7286
7523,59,7288
1501,5420,7289
7524,2305,7289
1502,2337,7291
7525,43,7291
7526,5497,7293
7527,12005,7294
7528,12058,7295
7529,1021,7296
7530,1252,7297
7531,23257,7298
7532,189,7299
7533,14266,7300
7534,14705,7301
7535,12135,7302
1503,93,7303
7536,85,7303
7537,508,7305
7538,2304,7306
1504,27558,7307
1505,22265,7307
7539,88,7307
1506,24585,7310
7540,43,7310
7541,2304,7312
7542,2846,7313
7543,1252,7314
7544,2299,7315
7545,150,7316
7546,771,7317
7547,12375,7318
7548,20703,7319
1507,27273,7320
1508,20793,7320
7549,1180,7320
7550,391,7323
7551,24610,7324
7552,2294,7325
7553,578,7326
7554,209,7327
1509,573,7328
7555,151,7328
1510,538,7330
7556,20661,7330
7557,563,7332
7558,15228,7333
7559,3148,7335
7560,1846,7336
1511,34,7337
7561,1927,7337
1512,25008,7339
7562,26353,7339
7563,4402,7341
1513,24587,7342
1514,15228,7342
7564,563,7342
7565,22825,7345
1515,4596,7347
7566,26759,7347
7567,609,7349
7568,26759,7350
7569,573,7351
7570,1057,7352
1516,13023,7353
7571,12059,7353
7572,256,7355
7573,57,7356
7574,57,7357
7575,57,7358
7576,2141,7359
7577,2290,7360
7578,2038,7361
7579,6068,7362
7580,4112,7363
1517,1060,7364
7581,15823,7364
7582,12208,7366
7583,2290,7367
7584,21188,7368
7585,12055,7369
7586,12849,7370
1518,13105,7371
7587,2598,7371
7588,6548,7373
1519,432,7374
1520,997,7374
1521,12350,7374
1522,20703,7374
1523,13156,7374
7589,2339,7374
1524,23050,7380
7590,21281,7380
1525,609,7383
1526,12312,7383
7591,540,7383
7592,4133,7386
1527,5423,7387
7593,23638,7387
1528,154,7389
7594,3885,7389
7595,1814,7391
7596,19109,7392
7597,12328,7393
7598,3313,7394
7599,13518,7395
7600,18683,7396
7601,55,7397
7602,932,7398
7603,2439,7399
7604,4386,7400
7605,3924,7401
7606,5540,7402
7607,2096,7403
7608,5077,7404
7609,5611,7405
7610,4325,7406
1529,1957,7407
1530,862,7407
7611,704,7407
1531,15783,7410
7612,6423,7410
1532,17532,7412
1533,4764,7412
1534,313,7412
1535,413,7412
7613,27323,7412
7614,4518,7417
7615,14852,7418
7616,3392,7419
7617,1846,7420
7618,2191,7421
7619,28245,7422
7620,5611,7423
7621,18014,7424
1536,1318,7425
7622,250,7425
7623,2787,7427
1537,519,7428
1538,1076,7428
7624,2650,7428
7625,23244,7431
7626,391,7433
7627,23050,7434
7628,12581,7436
7629,19480,7437
7630,26453,7438
7631,15783,7439
7632,12328,7440
7633,24955,7441
7634,4162,7442
7635,18105,7443
7636,849,7444
7637,12324,7445
1539,12360,7446
7638,657,7446
1540,18488,7448
1541,3616,7448
1542,1341,7448
7639,10,7448
7640,18105,7452
7641,306,7453
7642,3707,7454
7643,19299,7455
7644,5135,7456
7645,29077,7457
7646,5844,7458
7647,15853,7459
7648,21331,7460
7649,2333,7461
7650,12420,7462
7651,3041,7464
1543,17576,7465
1544,16297,7465
1545,165,7465
7652,1047,7465
7653,2787,7469
7654,519,7470
7655,13229,7471
7656,2469,7472
7657,636,7473
7658,815,7474
7659,24008,7475
7660,29873,7476
7661,24980,7477
7662,5600,7478
7663,2333,7479
7664,15992,7480
1546,28257,7481
7665,7620,7481
7666,250,7483
7667,22137,7484
7668,18401,7485
7669,2461,7486
7670,82,7487
7671,5342,7488
7672,636,7489
7673,25175,7490
7711,15449,7491
1547,4402,7492
7674,15783,7492
1548,28574,7494
1549,19638,7494
1550,55,7494
7675,303,7494
7676,986,7498
7677,2141,7499
7678,12360,7500
7679,3511,7501
1551,986,7502
1552,1255,7502
7680,5023,7502
7681,20600,7505
7682,1026,7507
7683,5324,7508
7684,25303,7509
7685,22951,7510
7686,28443,7511
7687,12220,7512
7688,2303,7513
1553,27581,7514
1554,24882,7514
1555,22118,7514
7689,657,7514
7690,20631,7518
1556,346,7519
7691,103,7519
7692,7620,7521
7693,597,7522
1557,171,7523
1558,31,7523
1559,23875,7523
7694,1252,7523
7695,2771,7527
7696,336,7528
7697,607,7529
7698,15495,7530
7699,1971,7531
7700,12498,7532
7701,3272,7533
7702,26539,7534
7703,12193,7535
7704,27581,7536
7705,22951,7537
1560,1024,7538
1561,125,7538
7706,56,7538
7707,25513,7541
7708,1180,7542
7709,18363,7543
7710,12581,7544
7712,12519,7545
7713,5023,7546
7714,23921,7547
1562,29,7548
7715,3616,7548
7716,22825,7550
7717,1022,7552
1563,321,7553
7718,322,7553
7719,22735,7555
7720,4640,7556
7721,28288,7557
7722,1615,7558
7723,4402,7559
1564,27753,7560
7724,2146,7560
7725,2035,7563
7726,29593,7564
1565,23040,7565
7727,3219,7565
7728,2191,7567
1566,28288,7568
7729,5503,7568
1567,5626,7570
1568,1318,7570
7730,249,7570
7731,704,7573
1569,3148,7574
7732,24800,7574
7733,4596,7576
7734,12030,7577
7735,1247,7578
7736,14415,7579
7737,13863,7580
1570,28074,7581
1571,50,7581
7738,3722,7581
7739,1056,7584
1572,99,7585
1573,102,7585
1574,435,7585
7740,578,7585
7741,23920,7589
7742,24619,7591
7743,395,7592
7744,19969,7593
7745,17819,7594
7746,284,7595
7747,2035,7596
7748,266,7597
7749,68,7598
7750,911,7599
7751,1056,7600
7752,1026,7601
7753,328,7602
7754,12394,7603
7755,26839,7604
7756,2986,7605
7757,124,7606
7758,15783,7607
7759,24169,7608
7760,24169,7609
7761,5503,7610
7762,12122,7611
7763,12502,7612
7764,3173,7613
7765,28443,7614
7766,838,7615
1575,992,7616
7767,5455,7616
7768,1196,7618
7769,59,7619
7770,27828,7620
7771,29582,7621
7772,2303,7622
7773,15293,7623
7774,189,7625
7775,621,7626
7776,1781,7627
1576,665,7628
1577,2324,7628
7777,3348,7628
7778,17158,7631
7779,5926,7632
1578,12234,7633
1579,13675,7633
7780,15330,7633
7781,12330,7636
7782,14871,7637
7783,5452,7638
7784,12061,7639
7785,15473,7640
7786,26721,7641
7787,3173,7642
1580,4727,7643
7788,3608,7643
7789,25169,7645
7790,2787,7646
1581,7388,7647
7791,24619,7647
1582,5704,7649
1583,13153,7649
7792,25513,7652
7793,27333,7653
7794,82,7654
7795,1083,7655
7796,16940,7656
7797,16667,7657
7798,21351,7658
7799,28141,7659
7800,16966,7660
7801,13329,7661
7802,12999,7662
7803,2295,7663
7804,815,7664
7805,14482,7665
1584,702,7666
1585,622,7666
7806,12295,7666
7807,88,7669
7808,24610,7670
7809,3537,7671
7810,6207,7672
7811,12068,7673
7812,28245,7674
7813,12045,7675
7814,17416,7676
7815,306,7677
1586,27828,7678
1587,3266,7678
1588,125,7678
7816,27791,7678
7817,29936,7682
7818,2298,7683
7819,12606,7684
7820,303,7685
7821,21351,7686
7822,12196,7687
7823,2787,7688
7824,607,7689
7825,19109,7690
7826,3226,7691
7827,23920,7692
7828,29761,7693
7829,4701,7694
7830,1520,7695
7831,2295,7696
7832,3219,7697
1589,965,7698
7833,4764,7698
7834,24610,7700
7835,25276,7702
7836,125,7703
7837,337,7704
7838,2718,7705
7839,301,7706
7840,22040,7707
1590,413,7708
7841,4764,7708
7842,1149,7710
7843,5926,7711
7844,12607,7712
7845,14852,7713
1591,19961,7714
7846,24474,7716
7847,4353,7717
7848,535,7718
7849,2227,7719
7850,22933,7720
7851,227,7721
7852,862,7722
7853,4353,7723
7854,22118,7724
7855,348,7725
7856,1121,7726
7857,256,7727
7858,4169,7728
7859,27333,7729
7860,22118,7730
7861,25088,7731
1592,218,7732
1593,2467,7732
1594,6,7732
1595,82,7732
1596,5772,7732
7862,474,7732
1597,6083,7738
7863,24882,7738
7864,7388,7740
1598,4361,7741
7865,3704,7741
7866,2141,7743
1599,4559,7744
7867,516,7744
1600,3616,7746
1601,2333,7746
7868,12111,7746
7869,3898,7749
7870,2255,7750
7871,2990,7751
7872,14482,7752
7873,20287,7753
7874,15631,7754
1602,2301,7755
7875,12061,7755
7876,4019,7757
7877,5420,7758
7878,17136,7759
7879,24949,7760
7880,2439,7761
7881,24955,7762
7882,23920,7763
7883,1054,7764
7884,20392,7765
7885,1131,7766
7886,2705,7767
7887,5807,7768
7888,12121,7769
7889,15473,7770
7890,288,7771
7891,2629,7772
7892,26839,7773
7893,26453,7774
7894,14235,7775
1603,27244,7776
7895,12001,7776
1604,16083,7778
7896,12584,7778
7897,4361,7780
7898,5600,7781
7899,2378,7782
7900,15192,7783
1605,13501,7784
7901,282,7784
7902,976,7786
7903,25513,7787
7904,17576,7788
1606,245,7789
1607,866,7789
7905,62,7789
7906,16110,7792
7907,16277,7793
7908,4177,7794
7909,2061,7795
7910,3049,7796
7911,7065,7797
1608,23,7799
1609,31,7799
1610,22265,7799
7912,592,7799
7913,13360,7803
7914,20883,7804
7915,12804,7805
7916,1149,7806
7917,141,7807
7918,607,7808
7919,27333,7809
7920,26838,7810
1611,14170,7811
7921,5302,7813
7922,22118,7814
7923,2333,7815
7924,12394,7816
7925,2227,7817
7926,22137,7818
7927,2805,7819
7928,2307,7820
7929,26839,7821
7930,3173,7822
7931,12019,7823
7932,5762,7824
7933,12399,7825
7934,5302,7826
1612,251,7827
7935,700,7827
1613,51,7829
7936,28074,7829
1614,8021,7831
7937,20058,7831
7938,15631,7833
7939,24585,7834
7940,2897,7835
7941,24907,7836
7942,12083,7837
7943,3148,7838
7944,7902,7839
7945,2100,7840
7946,5498,7841
1615,5496,7842
1616,1024,7842
7947,1121,7842
7948,62,7845
7949,303,7846
7950,230,7847
7951,16966,7848
7952,249,7849
7953,1846,7850
7954,37,7851
7955,1577,7852
1617,4926,7853
7956,246,7853
7957,2333,7855
7958,5656,7856
7959,12135,7857
7960,4701,7858
7961,997,7859
7962,20650,7860
7963,7388,7861
7964,20793,7862
7965,636,7863
7966,1320,7864
7967,7102,7865
7968,3487,7866
7969,103,7867
7970,4701,7868
7971,24949,7869
7972,526,7870
7973,3148,7871
7974,7310,7872
7975,175,7873
7976,68,7874
7977,26839,7875
7978,1121,7876
7979,28018,7877
7980,932,7878
7981,259,7879
1618,508,7880
7982,519,7880
1619,23003,7882
1620,23580,7882
1621,23579,7882
7983,18363,7882
7984,92,7886
7985,3480,7887
7986,25578,7888
7987,12177,7889
7988,1180,7890
7989,720,7891
6174,932,7892
1083,23401,7893
6297,732,7893
7990,4386,7895
1622,24161,7896
7991,23040,7896
7992,368,7899
7993,2305,7900
7994,27271,7901
7995,26856,7902
7996,19638,7903
7997,516,7904
7998,976,7905
7999,23961,7906
8000,13329,7907
8001,2338,7908
8002,2110,7909
8003,28009,7910
8004,2910,7911
8005,5991,7912
8006,3173,7914
8007,24619,7915
8008,621,7916
8009,20289,7917
8010,15293,7918
8011,2297,7919
8012,27756,7920
1623,23579,7921
8013,23580,7921
1624,3029,7923
1625,592,7923
8014,14548,7923
1626,12002,7926
8015,614,7926
8016,2780,7928
8017,25513,7929
8018,28472,7930
8019,27828,7931
8020,3243,7932
8021,12734,7933
8022,2629,7934
8023,94,7935
1627,12002,7936
1628,12193,7936
8024,12350,7936
8025,2787,7939
8026,592,7940
8027,26838,7941
8028,28018,7942
1629,308,7943
8029,14057,7943
8030,24378,7945
8031,151,7946
8032,20581,7947
8033,5324,7948
8034,1320,7949
8035,12399,7950
1630,328,7951
8036,231,7951
8037,345,7953
8038,25889,7954
8039,12058,7955
8040,12041,7956
8041,15495,7957
8042,3243,7958
8043,526,7959
8044,18154,7960
8045,12546,7961
8046,965,7962
8047,13819,7963
8048,24313,7964
8049,24846,7965
8050,26539,7966
8051,1131,7967
8052,141,7968
8053,23961,7969
8054,17819,7970
8055,5458,7971
8056,281,7972
8057,5135,7973
8058,4701,7974
8059,189,7975
8060,12466,7976
8061,18787,7977
8062,292,7978
8063,12420,7979
1631,665,7981
8064,565,7981
8065,12076,7983
8066,378,7984
8067,2356,7985
8068,12330,7986
8069,110,7987
8070,1149,7988
8071,8036,7989
8072,20661,7990
8073,5508,7991
8074,475,7992
8075,2806,7993
8076,24907,7994
8077,815,7995
8078,103,7996
8079,20600,7997
8080,997,7999
8081,23884,8000
8082,64,8001
8083,24988,8002
8084,4559,8003
8085,25578,8004
8086,12177,8005
8087,284,8006
8088,2806,8007
8089,24169,8008
8090,540,8009
1632,20314,8010
8091,23039,8010
8092,24907,8012
8093,5954,8013
8094,270,8014
8095,29936,8015
8096,609,8016
8097,12394,8017
8098,18154,8018
1633,62,8019
8099,23220,8019
8100,29873,8021
8101,16110,8022
8102,29368,8023
8103,932,8024
8104,3487,8025
8105,1247,8026
8106,6890,8027
8107,55,8029
8108,3348,8030
1634,3126,8031
1635,2300,8031
8109,20631,8031
8110,12115,8034
8111,28257,8035
8112,12295,8036
8113,27271,8037
8114,1167,8038
8115,1709,8039
8116,2915,8040
8117,15473,8041
8118,99,8042
8119,28141,8043
8120,27244,8044
8121,5807,8045
8122,64,8046
8123,2846,8047
8124,13863,8048
8125,751,8049
1636,348,8050
1637,513,8050
1638,560,8050
1639,2295,8050
1640,231,8050
1641,556,8050
8126,566,8050
1642,103,8057
8127,3896,8057
8128,7167,8059
8129,1520,8060
8130,2299,8061
1643,2291,8062
8131,12111,8062
8132,27244,8064
8133,20581,8065
1644,2771,8066
1645,24978,8066
8134,5656,8066
8135,1971,8069
8136,14266,8070
8137,266,8071
8138,932,8072
8139,19432,8073
8140,12121,8074
8141,155,8075
8142,20289,8076
8143,24936,8077
8144,538,8079
8145,29583,8080
8146,12854,8081
1646,13166,8082
8147,12197,8082
1647,2296,8084
8148,12002,8084
8149,22933,8086
8150,28695,8087
8151,29077,8088
8152,2469,8089
1648,5656,8090
8153,8036,8090
8154,6083,8092
1649,5075,8093
8155,28589,8093
8156,12002,8095
1650,12350,8096
1651,6068,8096
1652,12002,8096
8157,5704,8096
8158,1054,8100
8159,556,8101
8160,23427,8102
8161,29776,8103
8162,4169,8104
8163,2255,8105
1653,53,8106
1654,29,8106
1655,1341,8106
1656,18488,8106
1657,3616,8106
8164,10,8106
8165,13153,8112
8166,13869,8113
8167,125,8114
8168,4325,8115
1658,5420,8116
1659,6068,8116
1660,2496,8116
8169,20099,8116
8170,29519,8120
1661,4764,8121
1662,751,8121
8171,578,8121
8172,19109,8124
8173,24937,8125
8174,24587,8126
8175,23921,8127
8176,413,8128
8177,1022,8129
8178,4353,8130
8179,1065,8131
8180,24057,8132
1663,14556,8133
8181,3187,8135
8182,2299,8136
8183,4640,8137
8184,16083,8138
8185,25353,8139
8186,3148,8140
8187,292,8141
8188,2787,8142
8189,751,8143
8190,392,8144
8191,217,8145
8192,208,8146
8193,5508,8147
8194,2469,8148
8195,4689,8149
1664,24610,8150
8196,782,8150
8197,26721,8153
8198,237,8154
8199,28074,8155
8200,12968,8156
8201,22040,8157
8202,25048,8158
8203,99,8159
8204,1745,8160
8205,2705,8161
8206,29583,8162
8207,20153,8163
8208,3225,8164
8209,12420,8165
8210,12045,8167
8211,23,8168
8212,20944,8169
8213,24378,8170
8214,15449,8171
8215,14556,8172
8216,2304,8173
8217,23920,8174
8218,12196,8176
8219,82,8177
8220,1850,8178
1665,15992,8179
1666,20655,8179
1667,12359,8179
8221,636,8179
8222,3546,8183
8223,23220,8184
8224,18363,8186
1668,301,8187
1669,27828,8187
8225,3272,8187
8226,1279,8190
1670,12234,8191
1671,15542,8191
8227,13963,8191
8228,23050,8194
8229,514,8195
8230,29303,8196
8231,672,8197
8232,3392,8198
8233,27698,8199
8234,27738,8200
1672,18075,8201
8235,22118,8201
8236,965,8203
8237,12360,8204
8238,69,8205
8239,849,8206
1673,28141,8207
1674,2787,8207
8240,2338,8207
1675,237,8210
1676,12606,8210
8241,2337,8210
8242,12420,8213
8243,23296,8215
1677,14222,8216
8244,13819,8216
8245,27698,8218
8246,27458,8219
8247,24800,8220
8248,28369,8221
8249,3487,8222
1678,15293,8223
8250,14266,8223
8251,13153,8226
8252,23296,8227
8253,2378,8228
8254,434,8229
8255,14415,8230
8256,25088,8231
8257,5423,8232
8258,208,8233
8259,4325,8234
8260,1022,8235
8261,1971,8236
1679,28472,8237
8262,244,8237
8263,2089,8239
8264,22265,8240
8265,25940,8241
8266,1252,8242
1680,6548,8243
8267,24057,8243
1681,25353,8245
1682,308,8245
8268,25654,8245
8269,2292,8248
8270,197,8249
8271,25579,8250
8272,28315,8251
8273,3169,8252
8274,1054,8253
8275,15293,8254
8276,17136,8256
1683,2497,8257
1684,25303,8257
8277,5400,8257
8278,29545,8260
8279,111,8261
8280,24955,8262
8281,12196,8263
8282,14266,8264
8283,700,8265
1685,3272,8266
1686,19969,8266
8284,29545,8266
8285,1180,8269
8286,14057,8270
8287,3118,8271
1687,1065,8272
8288,27458,8272
8289,27257,8274
8290,1131,8276
1688,1026,8277
1689,2771,8277
1690,2296,8277
1691,24978,8277
8291,592,8277
8292,911,8282
8293,12606,8283
8294,614,8284
1692,12061,8285
8295,14266,8285
8296,3704,8287
8297,24057,8288
8298,4177,8289
8299,1106,8290
8300,1056,8291
8301,1908,8292
8302,23244,8293
1693,12416,8294
1694,539,8294
1695,621,8294
1696,148,8294
8303,24169,8294
1697,12607,8299
8304,849,8299
8305,13819,8301
8306,28245,8302
1698,27538,8303
1699,26813,8303
8307,26813,8303
8308,15192,8306
8309,538,8307
8310,942,8308
8311,4689,8309
1700,1318,8310
1701,24065,8310
8312,15853,8310
8313,23740,8313
1702,3187,8314
1703,82,8314
1704,1180,8314
1705,208,8314
8314,14801,8314
8315,218,8319
8316,125,8320
8317,124,8321
8318,4386,8322
8319,244,8323
8320,25777,8324
1706,124,8325
1707,1024,8325
1708,231,8325
1709,1250,8325
1710,27387,8325
1711,12399,8325
8321,1054,8325
8322,941,8332
8323,3272,8333
8324,307,8334
8325,7897,8335
1712,6068,8336
8326,12002,8336
8327,24985,8338
1713,27660,8339
8328,3187,8339
8329,5762,8341
8330,285,8342
8331,2820,8343
8332,7310,8344
8333,700,8345
8334,20287,8346
1714,12001,8347
8335,5452,8347
8336,13819,8349
8337,6423,8350
1715,141,8351
8338,1019,8351
1716,6,8353
8339,13360,8353
8340,3348,8355
8341,396,8356
8342,12005,8357
8343,2900,8358
8344,25557,8359
1717,4248,8360
8345,5503,8360
8346,4701,8362
8347,7388,8363
8348,24907,8364
8349,20946,8365
8350,621,8366
8351,1057,8367
8352,304,8368
8353,29368,8369
1718,412,8370
1719,1754,8370
8354,175,8370
8355,7102,8373
8356,2356,8374
8357,92,8375
8358,21,8376
8359,3099,8377
8360,16355,8378
8361,328,8379
8362,1742,8380
8363,23220,8381
8364,1927,8382
8365,155,8383
8366,29734,8384
8367,19197,8385
8368,12874,8386
8369,6890,8387
1720,1909,8389
1721,1196,8389
8370,13428,8389
8371,20711,8392
8372,1908,8393
8373,4133,8394
8374,15853,8395
8375,16500,8396
8376,5452,8397
1722,525,8398
8377,848,8398
1723,1016,8400
1724,267,8400
1725,538,8400
1726,12416,8400
8378,636,8400
8379,12502,8405
8380,12037,8406
8381,614,8407
8382,2831,8408
8383,12502,8409
8384,15823,8410
8385,20287,8411
8386,609,8412
8387,24986,8413
1727,8029,8414
8388,267,8414
8389,103,8416
8390,19440,8417
8391,12849,8418
8392,3924,8419
8393,2301,8420
8394,24585,8421
8395,3306,8422
8396,4361,8423
8397,69,8424
8398,5466,8425
8399,3225,8426
1728,5954,8427
8400,246,8427
8401,1318,8430
8402,2567,8431
8403,25654,8432
8404,20076,8433
8405,2141,8434
8406,12312,8435
